Date,Brand Name(s),Product Description,Product Type,Recall Reason Description,Company Name
03/27/2020,"STAT-Check, Medline",Resuscitator Bags,"Medical Devices, General Hospital & Personal Use",Defective product,"SunMed Holdings, LLC"
03/27/2020,SDQ Trading,Cheese biscuits,"Food & Beverages, Allergens, Bakery Product/Mix, Food & Beverage Safety",Undeclared milk,SDQ Trading Inc.
03/27/2020,H-E-B,Sliced Salad Olives,"Food & Beverages, Food & Beverage Safety",Potential Glass in The Product,H-E-B
03/27/2020,Divvies,Benjamint Chocolate Bars,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared milk,"Divvies, LLC"
03/27/2020,"X-Jow, Acne Shave","Pain Gel, Moisturizer, Shave Cream","Drugs, Generic Drugs",Bacteria,Shadow Holdings
03/27/2020,"EconoMax, Hill Country Fare, Creamy Creations",Ice cream and sherbet,"Food & Beverages, Food & Beverage Safety",Foreign material-metal,HEB
03/27/2020,Sanders Candy,Fudge Bites,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared almonds,Sanders Candy
03/27/2020,"Caito Food, Renaissance Food Group, Open Acres, more","Fresh cut cantaloupe, honeydew melon, watermelon, more","Food & Beverages, Allergens, Food & Beverage Safety, Fruit/Fruit Product , Foodborne Illness",Salmonella,Caito Foods
03/26/2020,Dr. Reddy’s Laboratories Ltd.,"Phytonadione Injectable Emulsion USP, 10 mg/mL, Single-Dose Ampules","Drugs,",Ampules breaking & shattering,Dr. Reddy’s Laboratories Ltd.
03/26/2020,Whole Foods Market,Vodka Sauce,"Food & Beverages,",Undeclared Milk,"Winter Gardens Quality Foods, Inc."
03/25/2020,Now Real Food,Zesty Sprouting Mix,"Food & Beverages, Food & Beverage Safety, Produce",Potential Salmonella contamination,"Now Health Group, Inc."
03/25/2020,Kellogg’s,Honey Smacks cereal,"Food & Beverages, Cereal/Breakfast Food, Food & Beverage Safety, Foodborne Illness",Salmonella,Kellogg Company
03/25/2020,ALREEF,Dried Apricots Sour,"Food & Beverages, Allergens, Food & Beverage Safety, Fruit/Fruit Product",Undeclared Sulfites,Golden Star Wholesale
03/25/2020,Dave’s Pet Food,,"Animal & Veterinary, Food & Beverages, Pet Food",Due to Potentially Elevated Levels of Thyroid Hormone,Dave’s Pet Food
03/25/2020,Melissa's Spicy Edamame,Spicy Edamame,"Food & Beverages, Allergens, Food & Beverage Safety, Spices, Flavors &  Salts",Undeclared Shellfish,"World Variety Produce, Inc."
03/25/2020,Del Monte,Vegetable Trays,"Food & Beverages, Food & Beverage Safety, Produce",Cyclospora,"Del Monte Fresh Produce N.A., Inc."
03/25/2020,Honey Mama’s,Oregon Peppermint Cacao Nectar Bar,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared almonds,Nectar Foods Inc DBA Honey Mama’s
03/24/2020,Prescript-Assist,Probiotic and prebiotic dietary supplement,"Dietary Supplements, Food & Beverages, Allergens, Food & Beverage Safety, Nutritional Supplement","Undeclared allergens, including almonds, crustaceans, milk, casein, eggs, and peanuts","LL’s Magnetic Clay, Inc."
03/24/2020,Whole Foods Market,Oatmeal Cookies,"Food & Beverages, Allergens, Bakery Product/Mix, Food & Beverage Safety",Allergen: Soybean,Whole Foods Market
03/24/2020,"Seattle Sourdough Baking Company, Franz","Seattle Sourdough Pub Buns, Franz Premium Pub Buns","Food & Beverages, Allergens, Bakery Product/Mix, Food & Beverage Safety",May contain undeclared soy,Portland French Bakery
03/24/2020,AnnaSea,"Wasabi Ahi Poke Hawaiian Poke Kits, Limu Ahi Poke Hawaiian Poke Kits.","Food & Beverages, Fish, Food & Beverage Safety, Seafood/Seafood Product",Incorrect Storage,ALDI
03/24/2020,May Flower International Inc.,3+2 Soda Crackers,"Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item",Undeclared Milk Allergens,May Flower International Inc.
03/24/2020,Pictsweet Farms,Steam’ables Baby Brussels Sprouts,"Food & Beverages, Allergens, Food & Beverage Safety, Produce","Allergen: Milk, Soybean",The Pictsweet Company
03/24/2020,H-E-B,Creamy Creations ice creams and sherbets,"Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy",Due to broken metal in processing equipment,H-E-B
03/24/2020,Actavis,Valsartan and Valsartan Hydrochlorothiazide Tablets,"Drugs, Generic Drugs",Impurity,Teva Pharmaceuticals USA
03/24/2020,Prescript-Assist,Probiotic & Prebiotic Dietary Supplement,"Dietary Supplements, Food & Beverages, Allergens, Food & Beverage Safety, Nutritional Supplement","Undeclared allergens, including almonds, crustaceans, milk, casein, eggs, and peanuts","LL’s Magnetic Clay, Inc."
03/24/2020,Rad Cat,Raw Diet Cat Food (Free Range Chicken; Pasture-Raised Venison),"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Pet Food, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Radagast Pet Food, Inc."
03/24/2020,Saje Natural Wellness,Splish Splash Gentle Baby Wash,"Cosmetics, Skin Care Products",May contain the bacteria Pseudomonas aeruginosa,Saje Natural Wellness
03/24/2020,Hy-Vee,Spring Pasta Salad,"Food & Beverages, Egg/Egg Product, Food & Beverage Safety, Foodborne Illness",May be contaminated with Salmonella,Hy-Vee
03/24/2020,United States Bakery,Hamburger Buns,"Food & Beverages, Bakery Product/Mix",Undeclared milk,United States Bakery
03/24/2020,"Platinum, Slimming Plus and more",dietary supplements,"Dietary Supplements,",Undeclared active pharmaceutical ingredients (API),"MyNicNaxs, LLC"
03/24/2020,"King Soopers, Smith’s and more",Salads,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared peanut,Papa John’s Salads and Produce
03/24/2020,Utz®,Carolina Style Barbeque Potato Chips,"Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item",due to undeclared soy,"Utz® Quality Foods, LLC"
03/24/2020,Huangfushanzen Huang Mountain Tea Mushroom,Dried Mushrooms,"Food & Beverages, Allergens",Undeclared Sulfites,Tiffany Food Corporation
03/23/2020,Sherman Candy Co.,Sherman Candy Caramels sold in gift baskets,"Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item","May contain undeclared pecans, walnuts, almonds and/or peanuts","Gift Services, Inc. dba GiftTree"
03/23/2020,"Mrs. Freshley's, Food Lion, Captain John Derst's, more",Swiss Rolls and Bread,"Food & Beverages, Bakery Product/Mix, Food & Beverage Safety",Salmonella,"Flowers Foods, Inc."
03/23/2020,Goldfish,Crackers,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Potential to be contaminated with salmonella,Pepperidge Farm
03/23/2020,Sweet Earth,Aloha BBQ Quesadilla,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",Undeclared Egg and Milk,Sweet Earth Foods
03/23/2020,Best Taste,Snack Ginger Sliced,"Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item",Undeclared Sulfites,Country Favor Inc.
03/23/2020,Hostess,Cookies 'n Creme Brownies,"Food & Beverages, Allergens, Snack Food Item",Undeclared egg,"Hostess Brands, LLC"
03/23/2020,Mintrate,Cattle Feed,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety",May contain elevated levels of non-protein nitrogen,ADM Animal Nutrition
03/23/2020,"G & C Raw, more",Ground Lamb Dog Food and Ground Turkey Cat Food,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Pet Food, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,G & C Raw LLC
03/23/2020,TeaSource,Loose Leaf Tea,"Food & Beverages, Allergens, Coffee/Tea , Food & Beverage Safety",Undeclared almonds,TeaSource
03/23/2020,"Premo, Fresh Grab",Sandwiches,"Food & Beverages, Food & Beverage Safety, Prepared Food",Potential to be contaminated with Listeria monocytogenes,Lipari Foods LLC
03/23/2020,Icelandic+,Whole Capelin Fish Pet Treats,"Animal & Veterinary, Food & Beverages, Pet Food, Foodborne Illness",Potential for Clostridium botulinum,IcelandicPlus LLC
03/20/2020,"Westminster Pharmaceuticals, LLC","Levothyroxine and Liothyronine (Thyroid Tablets, USP) 15 mg, 30 mg, 60 mg, 90 mg, & 120 mg","Drugs,",Due to Risk of Adulteration,"Westminster Pharmaceuticals, LLC"
03/20/2020,"Camber Pharmaceuticals, Inc.","Valsartan Tablets, USP, 40mg, 80mg, 160mg and 320mg","Drugs, Generic Drugs",Detection of Trace Amounts of N-Nitrosodimethylamine (NDMA) Impurity,"Camber Pharmaceuticals, Inc."
03/20/2020,Salt & Straw,Chocolate Gooey Brownie Ice Cream,"Food & Beverages, Allergens, Food & Beverage Safety, Ice Cream/Frozen Dairy",Salt & Straw Voluntarily Recalls Certain Lots of Chocolate Gooey Brownie Ice Cream Pints Due to Possible Undeclared Peanuts,Salt & Straw Ice Cream
03/20/2020,Marsee Baking,Cookies,"Food & Beverages, Allergens, Bakery Product/Mix, Food & Beverage Safety",Allergen: Peanuts,Marsee Foods Inc. dba Marsee Baking
03/20/2020,Premo Brand,Turkey and Cheese Wedge Sandwiches,"Food & Beverages, Food & Beverage Safety, Prepared Food, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Lipari Foods, LLC"
03/20/2020,Torrent,Valsartan/Amlodipine/HCTZ Tablets,"Drugs, Prescription Drugs",Due to The Detection of N-Nitroso N-Methyl 4-Amino Butyric Acid (NMBA),Torrent Pharmaceuticals
03/20/2020,Rad Cat,Rad Cat Raw Diet,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Pet Food, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Radagast Pet Food, Inc."
03/20/2020,Lindt,85% Cocoa chocolate bars,"Food & Beverages, Allergens",Undeclared milk and soy,Lindt & Sprüngli
03/19/2020,Torrent Pharmaceuticals Limited,Valsartan/Amlodipine/HCTZ; Valsartan/Amlodipine; and Valsartan tablets,"Drugs, Generic Drugs",Impurity,Torrent Pharmaceuticals Limited
03/19/2020,Accord,Hydrochlorothiazide Tablets USP 12.5 mg,"Drugs,",Due to Labeling Mix-up,Accord Healthcare Inc.
03/19/2020,H&C Food Inc,Frozen Fish Balls & Fuzhou Fish Balls,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food","H&C Food Inc. Issues Allergy Alert on Undeclared Wheat, Pork, Egg, and Crustacean in Frozen Fish Balls",H&C Food Inc
03/19/2020,SCA Pharmaceuticals,Furosemide 100 mg in 0.9% Sodium Chloride 100 mg bag,"Drugs, Generic Drugs",Due to Presence of Precipitate,SCA Pharmaceuticals LLC (“SCA Pharma”)
03/19/2020,Gravel Ridge Farms,Cage Free Eggs,"Food & Beverages, Egg/Egg Product, Food & Beverage Safety, Foodborne Illness",Due to Potential Presence of Salmonella,Gravel Ridge Farms
03/19/2020,Meijer,Taco Seasoning Mix 4.5 OZ Bottle,"Food & Beverages, Allergens, Food & Beverage Safety, Spices, Flavors &  Salts",Undeclared milk,"McCormick & Company, Inc"
03/19/2020,Gourmet Take Away,Sesame Noodle Salad,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",Undeclared egg,Market of Choice
03/19/2020,Sarap Asian Fusion,Asian fusion cookies,"Food & Beverages, Allergens, Food & Beverage Safety","Undeclared allergens wheat, milk and soy",Sarap Asian Fusion
03/19/2020,Performance Dog,frozen raw pet food,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Salmonella.,"Bravo Packing, Inc."
03/19/2020,MyoWhey,Chocolate Cookie Crunch dietary supplement,"Food & Beverages, Allergens, Food & Beverage Safety, Meal Replacements",Undeclared Milk and Soy,"Purus Labs, Inc."
03/19/2020,"G & C Raw, Kim’s Special, Pat’s Cat",Raw dog and cat food,"Animal & Veterinary, Food & Beverages, Pet Food, Foodborne Illness, Animal Feed",Listeria,"G & C Raw, LLC"
03/18/2020,Mountain Rose Herbs,Organic Kudzu Root Herbal Supplement,"Dietary Supplements, Food & Beverages, Herbal , Foodborne Illness",Potential to be contaminated with Salmonella,Mountain Rose Herbs
03/17/2020,Mauna Loa,Macadamia Nuts,"Food & Beverages, Food & Beverage Safety, Nuts & Nut Products, Foodborne Illness",Due to a potential contamination of Escherichia coli (E. coli),Mauna Loa Macadamia Nut Corporation
03/17/2020,365 Everyday Value,Tortilla Chips,"Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item",Undeclared milk,Whole Foods Market
03/17/2020,Ukrops,Baked Potatoes with Cheddar Cheese and Bacon,"Food & Beverages, Vegetable Products","Undeclared eggs, cheese, bacon",Ukrops Homestyle Foods
03/17/2020,ORTHO-NOVUM,ORTHO-NOVUM 1/35 and 7/7/7,"Drugs, Generic Drugs",Due to Incorrect Veridate Dispenser Instructions,"Janssen Pharmaceuticals, Inc."
03/17/2020,Smartfood Delight,Sea Salt Flavored popcorn,"Food & Beverages, Allergens, Milk, Snack Food Item",Undeclared Milk,Frito-Lay
03/17/2020,Du Sud,Seedless Raisins,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared sulfites,P. East Trading Corp.
03/17/2020,Fred Meyer Bakery,Angel Food Cake Bar,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",Undeclared Allergens milk and soy,Clackamas Bakery
03/17/2020,Sugar Melon Candy/Wax Gourd,Sugar Melon Candy/Wax Gourd,"Food & Beverages, Allergens, Candy/Gum (without chocolate), Food & Beverage Safety",Undeclared Sulfites,SLR Food Distribution Inc.
03/17/2020,feel good foods,Vegetable Fried Rice frozen meal,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",Undeclared egg,Feel Good Foods Inc.
03/17/2020,S&W,White Beans,"Food & Beverages, Allergens, Food & Beverage Safety, Grain/Grain Product",Undeclared Sulfites,"Faribault Foods, Inc."
03/17/2020,Margie,Pasteurized Cow’s Milk Cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Improper Pasteurization,Sprout Creek Farm Inc.
03/17/2020,Sprayology,Homeopathic Aqueous-Based Medicines,"Drugs, Generic Drugs",Possible microbial contamination,"Eight and Company LLC, dba Sprayology"
03/17/2020,Sweet Me Creamery,Ice Cream,"Food & Beverages, Allergens, Food & Beverage Safety, Ice Cream/Frozen Dairy",Undeclared Peanuts,Kemps
03/17/2020,Forager,Plant Protein Shake,"Food & Beverages, Allergens, Food & Beverage Safety, Milk/Milk Product",Undeclared almonds,Forager Project
03/17/2020,Working Cow Homemade Ice Cream,No Sugar Added Ice Cream (Vanilla; Chocolate flavors),"Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy, Foodborne Illness",Listeria monocytogenes,"Working Cow Homemade Ice Cream, Inc."
03/17/2020,Mini Roll,Mini roll food treat,"Food & Beverages, Allergens, Cereal/Breakfast Food, Food & Beverage Safety",Undeclared egg,Apollo Food International Inc.
03/17/2020,Cedar’s,Chickpea Salad,"Food & Beverages, Allergens, Vegetable Products",Undeclared Soy,Cedar’s Mediterranean Foods
03/17/2020,"Corrado, Orlando Imports, Nouri’s, more",Curry powder,"Food & Beverages, Advertising, Spices, Flavors &  Salts",Due to Elevated Lead,Office of Regulatory Affairs
03/17/2020,Aurobindo Pharma Limited,Irbesartan Drug,"Drugs, Inactive Ingredient",Due to detection of NDEA (N-Nitrosodiethylamine) Impurity,Aurobindo Pharma Limited
03/17/2020,New Seasons,Hot & Sour Broth,"Food & Beverages, Allergens, Canned Foods, Soup",Undeclared Soy,New Seasons Market
03/17/2020,Baraka,Curry powder,"Food & Beverages, Spices, Flavors &  Salts",Due to Lead,"UBC Food Distributors, Inc"
03/17/2020,Stewart’s Shops,Cranberry Apple Refresher drink,"Food & Beverages, Allergens, Beverage Bases/Conc/Nectar",Undeclared milk,Stewart’s Shops Corp.
03/16/2020,Chukar Cherries,Ultra Dark Chocolate Cherries,"Food & Beverages, Allergens, Chocolate/Cocoa Product",Undeclared Milk,Chukar Cherries
03/16/2020,WEGMANS,"Placek Coffee Cake, 11 oz. and 22 oz., and Pumpkin Loaf, 11 oz.","Food & Beverages, Allergens, Bakery Product/Mix",Undeclared milk,"Wegmans Food Markets, Inc."
03/16/2020,Chukar Cherries,Ultra Dark Chocolate products,"Food & Beverages, Allergens, Chocolate/Cocoa Product",Undeclared milk,Chukar Cherries
03/16/2020,Nutrisca,Chicken and Chickpea Dry Dog Food,"Animal & Veterinary, Animal Feed",Due to Elevated Levels of Vitamin D,Nutrisca
03/16/2020,Best Taste,Dried Bamboo Shoot,"Food & Beverages, Allergens, Potential or Undeclared Allergen",Undeclared Sulfites,Country Favor Inc.
03/16/2020,Margie,Cheese 1 lb wheel,"Food & Beverages, Cheese/Cheese Product, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Margie
03/16/2020,Jay Robb,Egg White Protein,"Food & Beverages, Allergens, Egg/Egg Product, Meal Replacements",Undeclared Milk,Jay Robb Enterprises
03/16/2020,Natural Life,Chicken and Potato Dry Dog Food,"Animal & Veterinary, Pet Food",Potentially Elevated Levels of Vitamin D,Natural Life Pet Products
03/16/2020,Pictsweet Farms,Asparagus Spears,"Food & Beverages, Produce, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,The Pictsweet Company
03/16/2020,AFC Distribution Corp.,Cooked Butterfly Tail-On Whiteleg Shrimp (Sushi Ebi),"Food & Beverages, Foodborne Illness",Potential to be contaminated with Vibrio parahaemolyticus,AFC Distribution Corp.
03/16/2020,Wegmans,Ginger Salmon Oven Safe Meal and Salmon Teriyaki Oven Safe Meal,"Food & Beverages, Allergens",Undeclared wheat,"Raw Seafoods, Inc"
03/16/2020,Natural Remedies,Active Male capsules,"Drugs,",Presence of Undeclared Tadalafil,Natural Remedy Store
03/16/2020,Chicago Indoor Garden,"Red Clover Sprouts, Sprout Salad, Mixed Greens, Spring Salad","Food & Beverages, Foodborne Illness",Presence of E. coli 0103,Chicago Indoor Garden
03/13/2020,WinCo,Frozen Blackberries and Frozen Berry Medley,"Food & Beverages,",Norovirus,"WinCo Foods, LLC"
03/12/2020,Chukar Cherries,Amaretto Rainier Chocolate Cherries,"Food & Beverages, Allergens, Chocolate/Cocoa Product",Undeclared milk,Chukar Cherries
03/12/2020,Cap’n Crunch’s,Peanut Butter Crunch Cereal,"Food & Beverages, Cereal/Breakfast Food, Foodborne Illness",Due to Potential Presence of Salmonella,The Quaker Oats Company
03/12/2020,Tres Hermanos Bakery,Bread,"Food & Beverages, Allergens, Bakery Product/Mix",Undeclared milk,Tres Hermanos Bakery
